time_s,target_x_mm,target_y_mm,target_z_mm,achieved_x_mm,achieved_y_mm,achieved_z_mm,position_error_mm,J1_deg,J2_deg,J3_deg,J4_deg,J5_deg,J6_deg,J1_us,J2_us,J3_us,J4_us,J5_us,J6_us
4,400,1.53893655497743e-14,190,400,1.53893655497743e-14,190,5.6843418860808e-14,2.20436423846524e-15,79.1101886769017,-119.550760278151,40.4405716012489,0,0,1290,2186.00139760668,2365.56118724556,1809.55978963888,1610,1540
4.04,399.997794294585,-3.94729875894851,189.371784818437,399.997794294585,-3.94729875894851,189.371784818437,2.84251786656236e-14,-0.565393663406304,79.0176993474878,-119.592996278461,40.5752969309731,0,0,1285.81189878958,2185.31629146287,2365.87404650712,1810.55775504425,1610,1540
4.08,399.991228813102,-7.89133996853942,188.744189609414,399.991228813102,-7.89133996853942,188.744189609414,2.8421709430404e-14,-1.13022935152764,78.919269504662,-119.627708275728,40.7084387710659,0,0,1281.62793072942,2184.58718151602,2366.1311724128,1811.54399089678,1610,1540
4.12,399.980458262492,-11.8288683750698,188.11783373363,399.980458262492,-11.8288683750698,188.11783373363,1.77635683940025e-15,-1.69394963973325,78.8150265821289,-119.654851592957,40.8398250108283,0,0,1277.45222489086,2183.81501171947,2366.33223402191,1812.51722230243,1610,1540
4.16,399.965739830332,-15.7566333060298,187.493335328714,399.965739830332,-15.7566333060298,187.493335328714,1.13686837721616e-13,-2.25599820415748,78.7051055174005,-119.674388922463,40.9692834050628,0,0,1273.28890219143,2183.00078161037,2366.47695498121,1813.47617337084,1610,1540
4.2,399.947432200497,-19.6713909355115,186.871310699195,399.947432200497,-19.6713909355115,186.871310699195,5.6843418860808e-14,-2.81582037072415,78.5896484591855,-119.686290419099,41.0966419599135,0,0,1269.14207132797,2182.14554414211,2366.56511421555,1814.41957007343,1610,1540
4.24,399.925994178387,-23.5699065196869,186.252373708286,399.925994178387,-23.5699065196869,186.252373708286,5.69543329542959e-14,-3.37286366254305,78.4688044562861,-119.690533784523,41.2217293282371,0,0,1265.0158247219,2181.2504033799,2366.59654655202,1815.34614317213,1610,1540
4.28,399.901982929022,-27.4489565928613,185.637135172069,399.901982929022,-27.4489565928613,185.637135172069,0,-3.92657834513776,78.342729129409,-119.687104342054,41.3443752126453,0,0,1260.91423448046,2180.3165120697,2366.57114327448,1816.25463120478,1610,1540
4.32,399.876051832238,-31.3053311150284,185.026202256703,399.876051832238,-31.3053311150284,185.026202256703,5.6843418860808e-14,-4.47641796896739,78.2115843274119,-119.675995101688,41.464410774276,0,0,1256.84134837802,2179.34506909194,2366.4888526051,1817.14378351316,1610,1540
4.36,399.848947960154,-35.1358355623581,184.420177879215,399.848947960154,-35.1358355623581,184.420177879216,1.13686837721616e-13,-5.02183990870612,78.0755377696136,-119.6572068149,41.581669045286,0,0,1252.80118586144,2178.33731681195,2366.34968011037,1818.01236329841,1610,1540
4.4,399.821509183017,-38.9372929526664,183.819660112501,399.821509183017,-38.9372929526664,183.819660112501,2.92964275105423e-14,-5.56230589874906,77.9347626758853,-119.630748018898,41.6959853430127,0,0,1248.79773408334,2177.29453833989,2366.15368902887,1818.85915068898,1610,1540
4.44,399.794660910442,-42.7065457986119,183.225241595094,399.794660910442,-42.7065457986119,183.225241595094,6.35528743231302e-14,-6.09728256441524,77.7894373863176,-119.596635070037,41.8071976837198,0,0,1244.83494396729,2176.21805471346,2365.9010005188,1819.68294580533,1610,1540
4.48,399.769412475999,-46.4404579821631,182.637508946306,399.769412475999,-46.4404579821632,182.637508946306,8.07021414431158e-14,-6.62624194832421,77.6397449723165,-119.554892166151,41.9151471938343,0,0,1240.91672630871,2175.10922201716,2365.59179382334,1820.48257180618,1610,1540
4.52,399.746853174008,-50.1359165447497,182.057042187304,399.746853174008,-50.1359165447497,182.057042187304,2.92964275105423e-14,-7.14866203142604,77.485872841025,-119.505551357611,42.0196785165855,0,0,1237.04694791536,2173.96942845204,2365.22630635267,1821.25687790063,1610,1540
4.56,399.728147958297,-53.7898333884786,181.484414168699,399.728147958297,-53.7898333884786,181.484414168699,2.8421709430404e-14,-7.66402724817131,77.3280123349914,-119.448652546981,42.12064021199,0,0,1233.22942779132,2172.80009137031,2364.80483368134,1822.00474231104,1610,1540
4.6,399.714532813593,-57.3991468848145,180.920190005209,399.714532813593,-57.3991468848145,180.920190005209,7.105427357601e-15,-8.17182899531183,77.1663583290153,-119.384243477177,42.2178851481622,0,0,1229.46793336806,2171.602654289,2364.32772946057,1822.72507517157,1610,1540
4.64,399.707309811088,-60.9608233882348,180.364926517966,399.707309811089,-60.9608233882348,180.364926517966,8.07021414431158e-14,-8.67156613383088,77.0011088260898,-119.312379708091,42.3112708820014,0,0,1225.76617678644,2170.37858389696,2363.79540524512,1823.41682134816,1610,1540
4.68,399.707841860625,-64.4718586535169,179.819171684993,399.707841860625,-64.4718586535169,179.819171684992,8.5265128291212e-14,-9.16274548350668,76.8324645543359,-119.233124581714,42.4006600273778,0,0,1222.12781123328,2169.12936706915,2363.20833023492,1824.07896316576,1610,1540
4.72,399.717547172776,-67.9292791565356,179.28346410042,399.717547172776,-67.9292791565356,179.28346410042,2.8421709430404e-14,-9.64488230962194,76.6606285667748,-119.146549175815,42.4859206090402,0,0,1218.55642733613,2167.85650790204,2362.56703093196,1824.71052302993,1610,1540
4.76,399.737893445006,-71.3301433196932,178.758332442957,399.737893445006,-71.3301433196932,178.758332442957,5.85928550210846e-14,-10.1175008013383,76.4858058457328,-119.052732246306,42.5669264005737,0,0,1215.05554961972,2166.56152478321,2361.87209071338,1825.31056593018,1610,1540
4.8,399.770391786888,-74.6715426444051,178.244294954151,399.770391786888,-74.6715426444051,178.244294954151,0,-10.5801345412645,76.3082029135901,-118.951760158449,42.6435572448587,0,0,1211.62863302767,2165.24594750808,2361.12414932184,1825.87820181377,1610,1540
4.84,399.816590400249,-77.9506027543638,177.74185892694,399.816590400249,-77.9506027543638,177.74185892694,2.8421709430404e-14,-11.0323269657536,76.1280274515038,-118.843726807122,42.7156993556186,0,0,1208.27905951294,2163.91131445558,2360.32390227498,1826.4125878194,1610,1540
4.88,399.878068030876,-81.1644843546441,177.251520205026,399.878068030876,-81.1644843546441,177.251520205026,0,-11.4736318154764,75.9454879276281,-118.72873352641,42.783245598782,0,0,1205.01013470017,2162.55916983428,2359.47210019563,1826.91293036135,1610,1540
4.92,399.956427209295,-84.3103841130301,176.773762693527,399.956427209295,-84.3103841130301,176.773762693527,0,-11.9036135758257,75.7607932362466,-118.606888988787,42.8460957525405,0,0,1201.82508462351,2161.19106100923,2358.56954806509,1827.37848705586,1610,1540
4.96,400.053287298865,-87.3855354712744,176.309057881426,400.053287298865,-87.3855354712744,176.309057881426,3.17764371615651e-14,-12.3218479067164,75.5741523491072,-118.478309094244,42.9041567451367,0,0,1198.72705254284,2159.80853591931,2357.61710440181,1827.80856848249,1610,1540
5,400.170277370273,-90.387209395292,175.857864376269,400.170277370273,-90.387209395292,175.857864376269,1.13686837721616e-13,-12.7279220613579,75.3857739801225,-118.343116849703,42.9573428695808,0,0,1195.71909584179,2158.4131405935,2356.61568036817,1828.20253977467,1610,1540
5.04,400.309028922249,-93.3127150745596,175.420627451572,400.309028922249,-93.3127150745596,175.420627451572,6.35528743231302e-14,-13.1214352935854,75.1958662644591,-118.201442239113,43.0055759746536,0,0,1192.80418301048,2157.00641677377,2355.56623880824,1828.55982203447,1610,1540
5.08,400.471168469101,-96.1594005822069,174.997778607391,400.471168469101,-96.1594005822069,174.997778607391,2.8421709430404e-14,-13.5019992533483,75.0046364529027,-118.053422084622,43.0487856317197,0,0,1189.98519071594,2155.58989965113,2354.46979321942,1828.87989356829,1610,1540
5.12,400.658310016407,-98.9246535084423,174.589735144484,400.658310016407,-98.9246535084423,174.589735144484,3.17764371615651e-14,-13.8692383699642,74.8122906222388,-117.899199899273,43.0869092770342,0,0,1187.26490096323,2154.16511572029,2353.32740666128,1829.16229094099,1610,1540
5.16,400.872047446916,-101.605901581039,174.196899752486,400.872047446916,-101.605901581039,174.196899752486,8.5265128291212e-14,-14.2227902227624,74.6190334022479,-117.738925731634,43.1198923293858,0,0,1184.64599834991,2152.73358075739,2352.14019060469,1829.4066098473,1610,1540
5.2,401.113946839458,-104.200613287599,173.819660112501,401.113946839458,-104.200613287599,173.819660112501,6.96186857221385e-14,-14.562305898749,74.4250677197661,-117.572756002837,43.1476882830707,0,0,1182.13106741667,2151.29679792419,2350.90930372472,1829.61250580052,1610,1540
5.24,401.385538744318,-106.706298515207,173.458388514509,401.385538744318,-106.706298515207,173.458388514509,6.51223174224333e-14,-14.8874503369421,74.2305945601238,-117.400853336465,43.1702587763408,0,0,1179.72259009673,2149.85625600092,2349.63595064048,1829.77969463956,1610,1540
5.28,401.688310439239,-109.120509223864,173.11344148996,401.688310439239,-109.120509223864,173.11344148996,5.85928550210846e-14,-15.1979026590363,74.0358127461344,-117.223386381741,43.1875736356064,0,0,1177.4229432664,2148.41342774914,2348.32138060549,1829.90795285634,1610,1540
5.32,402.023698190861,-111.440840170727,172.785159459921,402.023698190861,-111.440840170727,172.785159459921,5.85928550210846e-14,-15.493356486071,73.8409187346716,-117.04052963048,43.1996108958081,0,0,1175.23439639947,2146.96976840498,2346.9668861517,1829.99711774673,1610,1540
5.36,402.393079547045,-113.664929702716,172.473866399123,402.393079547045,-113.664929702716,172.473866399123,0,-15.7735202407895,73.6461064307479,-116.852463228237,43.2063567974892,0,0,1173.15910932748,2145.52671430184,2345.57380169065,1830.04708738881,1610,1540
5.4,402.797765686146,-115.790460635367,172.179869516233,402.797765686146,-115.790460635367,172.179869516233,5.6843418860808e-14,-16.0381174353906,73.4515670188821,-116.659372780096,43.2078057612144,0,0,1171.19913010822,2144.08568162135,2344.14350207479,1830.05782045344,1610,1540
